Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_6.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_7.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_8.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_4.raw	E:\FragPipe\ThyDIA\02ng_K562_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ngK5_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_2.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_3.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_5.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_1.raw	E:\FragPipe\ThyDIA\02ng_Hela_DIA\Ex_AuLC1_30m_2D19_3_20um30cm_SPE50_15118120_OTOT_11860_DIA50_02ng_DWP_7.raw
Q9UMX0	Q9UMX0		UBQLN1		19755.9	16508.7	18430.2	17600.6	19303.7		18994.9		16099.3		18424.7			3683.11		
Q9UMY1	Q9UMY1		NOL7		24126	22930	24567.9	21076.3	24519.4	13184.2	20817.1	16604.8	24666.3	14945.1	23700.3	10383.4	10208.3	12900.2	13566.3	13039
Q9UMY4	Q9UMY4		SNX12		76744.9	82581.7	87627.6	69874.2	96185.3	100253	83882.4	84496.5	83692	83554.7	76981.8	70842	81050.5	78871.4	84500	100806
Q9UN37	Q9UN37		VPS4A		36363.1	34869.5	31541	40408.3	36748.8	30835.6	40884	31220.3	42777.9	29671	38522.4	31413.7	31997.4	26175.2	32659.8	28180.1
Q9UN86	Q9UN86		G3BP2		70791.1	70402.8	69525.2	71256.6	70877.9	43094.2	68733	39948.9	65475.8	36284.3	69452.4	41840.1	41248	31801.3	37265.6	43658.2
Q9UNE7	Q9UNE7		STUB1		48969.4	44754.9	45548.1	47968.9	42835.4	17174	41423.3	18012.4	37738.5	12963.7	38786.4		13037.8	15297.5	14678	12340.7
Q9UNH7	Q9UNH7		SNX6		29356.2	25398.6	26343.5	28772.5	24795.3	34832.3	27279.9	41165.9	24562.1	32535	27927.8	37459.8	39672.6	40120	34492.3	38020.5
Q9UNM6	Q9UNM6		PSMD13		122680	121346	122090	123660	130180	63078.3	120982	63675	125473	65389.8	123223	66037.3	67624.5	66073.9	69142.7	64031.5
Q9UNN5	Q9UNN5		FAF1		62525.8	59905.4	61247.4	64413.4	62207.8	26925.4	62253.6	28100.1	59185	26716.9	61052.6	25954.4	29408.5	29691.3	27451.5	28937.2
Q9UNQ2	Q9UNQ2		DIMT1		34759.1	32849.7	32147	34655.6	32920.9	32054.1	28277.8	30062.2	27970.4	28509.1	27359	26196.2	28446.5	27064.5	32424.2	32038.5
Q9UNX4	Q9UNX4		WDR3		20895.6	20695.6	21455.4	21820.3	19583.7	16915.4	23265.4	14959	22905.8	16518.7	20527.5	15967.4	18102.4	17391	18126.3	15143.7
Q9UNZ2	Q9UNZ2		NSFL1C		93599.2	95017.3	90621.2	93550.7	89398.7	49782.3	85906.5	47803	92717.8	48095.9	91429.7	51265.3	47629.4	41013.2	52771.4	50749.6
Q9UQ35	Q9UQ35		SRRM2		166203	163792	165414	164438	167772	93672.6	165537	98821.1	170050	92237.1	162899	88910.5	92197.3	97043.3	93060.4	93481.8
Q9UQ80	Q9UQ80		PA2G4		1.00019e+06	971311	950679	1.01776e+06	974593	599756	978530	599054	989919	588766	968080	590797	642472	610043	631370	621061
Q9UQE7	Q9UQE7		SMC3		40260.5	41508.7	41542.8	37595.7	40918.1	38786.5	42535	41653.8	41668.8	40572	40871.2	41052.1	41978.2	38701.7	42602	42966.4
Q9Y221	Q9Y221		NIP7		23411.7	20834.3	19490.7	23483	23757.1	50238.2	23482	40795.8	26413.1	43562	20775.2	44475.6	42814.2	43568.7	42752.4	47389
Q9Y224	Q9Y224		RTRAF		87768.2	86631	80999.9	85856.6	74911.1	71642.1	81995.9	76156	83215.9	72263.7	85822.3	73425.7	62665.4	72973.3	82059	74184.4
Q9Y230	Q9Y230		RUVBL2		227441	226940	230646	226733	227468	165841	229070	166970	222337	168904	225959	172296	173591	164820	167877	166321
Q9Y237	Q9Y237		PIN4		13410.5	12322.2	13316.9	13112	9242.14	12475	12412.5	15535.9	13942.1	11150.9	12215.7	15297.6	10513.3	11916	11674.7	14970.2
Q9Y262	Q9Y262		EIF3L		89863	83616.1	86805.2	94395.1	91245.8	96639.4	85391.9	92472.6	88747.5	94934.3	93892.2	98480.5	94856.2	93573.6	94443.2	90035.1
Q9Y263	Q9Y263		PLAA		13170.2	12574.6	10675.7	9220	9284.74	17396.7	11473	21760.4	11560.5	18754.3	12211.4	19363	21134.8	18474.2	15166	18342.8
Q9Y265	Q9Y265		RUVBL1		250840	234387	246142	230085	228408	192695	229204	192577	236335	197054	228474	199409	185884	195265	203358	199981
Q9Y266	Q9Y266		NUDC		384897	384731	407853	386879	392597	139191	402144	146408	394074	141985	410950	147435	145969	147203	144852	147349
Q9Y277	Q9Y277		VDAC3		57369	54932.3	55363.4	58703.8	52123.8	98525.5	51985.1	94844.7	53535.1	93218.3	53589.8	90425	92788.4	93859.6	101200	102235
Q9Y281	Q9Y281		CFL2			63363.2	65351.6	83443.3	78879.9	113980	68028.3	118627	65301.5	115977	60568.5	119519	112709	111775	105019	114491
Q9Y285	Q9Y285		FARSA		39987.6	37311.9	44278.1	36541.5	36529.6	24862	43395.6	30535.4	35436.6	23619.1	39543.5	29225.7	30276.5	26255.8	21826.7	28297.8
Q9Y295	Q9Y295		DRG1		44400.3	42722.2	42094.6	42771.4	39789.3	26041.6	43143.6	31686.9	45347.6	34598.1	38460.3	27974.9	23810.6	27663.1	27650.9	25644
Q9Y2B0	Q9Y2B0		CNPY2		35242.4	35792.3	35526.7	35776.6	31755	101663	33254.3	98134.8	31833.4	104126	33046.2	106026	99321.4	96688.3	107916	105287
Q9Y2H2	Q9Y2H2		INPP5F		181561	183650	177478	180459	194178	131622	179929	114873	181791	138582	187543	136622	129663	138923	147796	132724
Q9Y2P8	Q9Y2P8		RCL1		24303	25771	24670.8	28193.3	21117.3	24256.9	22782.7	26157.2	23886.3	27088	25593.8	23059.4	27690.2	24622.8	24333.6	25196.4
Q9Y2Q3	Q9Y2Q3		GSTK1		11208.1	7843.7	18604	8334.61	16641	12636.3	17850.3	9033.55	11682.5	25623.7	17898.6	24409.5	15051.1	20840.7	11237.2	18307.4
Q9Y2Q9	Q9Y2Q9		MRPS28		48852.6	48239.5	50967.7	52681	52402.6	54833.1	45503.7	51136.7	48825.3	56474.2	51507.5	58723.5	62451.5	57671.7	60674.3	64445.6
Q9Y2S6	Q9Y2S6		TMA7		63851.8	63047.2	58928.8	64271.5	63654.7	108700	59685.6	91785.3	67377.9	92295.8	63290.4	91458.9	94793.4	95016.1	101994	86605
Q9Y2T3	Q9Y2T3		GDA							57854		55631.2		52436.8		58105.1	53681.4	49111	57839.6	55112.2
Q9Y2V2	Q9Y2V2		CARHSP1		42451.8	43231.9	40801.9	42009.3	48850.3	33206.5	37702.5	35844.9	38991.1	33198.6	40662.7	36069.6	33233.8	31237.8	32768	30107.2
Q9Y2W1	Q9Y2W1		THRAP3		104261	102263	102437	105430	103269	83924.3	99092.6	82501.3	103503	76614.6	99571.9	82870.1	87950.5	86449.8	67491.9	83495.1
Q9Y2W2	Q9Y2W2		WBP11		173064	173210	159163	173929	165643	194544	130278	199545	151169	192387	163774	197523	184865	184522	186481	179128
Q9Y2X3	Q9Y2X3		NOP58		63270.3	59784.7	63282.2	67286.7	64544.1	132731	73937.2	132773	74172.6	133329	56597.8	133290	138683	144025	134387	136699
Q9Y2Z0	Q9Y2Z0		SUGT1		110200	104639	103645	105053	105525	53750.6	98922.8	59991.6	99479.9	62686.4	96688.7	62181.8	54098.2	50944.7	55765.8	54992.8
Q9Y315	Q9Y315		DERA						2217.53	12488.7		13608.5		9748.18		12483.9	9323.75	12847.3	9642.31	15969.2
Q9Y333	Q9Y333		LSM2		62072.8	62934.4	58866.6	57254	60806.1	56388.6	59372.2	47167.2	59639.3	51076.9	61907.3	55989.3	49647.4	48185	47216	55987.7
Q9Y376	Q9Y376		CAB39		14963.8	11410	13521.2	9143.63	10507	1645.6	11574	3565.34	8046.52		6816.96			2681.86		
Q9Y383	Q9Y383		LUC7L2		118658	101497	112918	113064	91276.6	61474.1	111595	64272.7	108580	60185.9	107355	55855.1	62494.7	65438.3	66233.1	65950.7
Q9Y3A5	Q9Y3A5		SBDS		140067	135562	134409	145609	142615	115310	139748	111857	141186	116115	147688	122242	120620	116485	123393	118512
Q9Y3A6	Q9Y3A6		TMED5							19016.7		20765		27194.2		25942.7	20898.5	22832.2	10461.7	20010.9
Q9Y3B3	Q9Y3B3		TMED7							13050.6		12417		9600.68		7739.86	14705.8	17198.1	18988.8	10745.1
Q9Y3B4	Q9Y3B4		SF3B6		108118	88318.9	114616	91549.7	82228.8	61284.1	94957.1	62323.2	93154.7		79791.1	55079.3		67973.9	43227.7	62177.3
Q9Y3B8	Q9Y3B8		REXO2		87608.8	82203.4	85892.4	85334.2	95471.3	45708.2	83660.2	43767.3	93681.7	58224.8	90089.1	44860.3	47491.2	51407.1	48860.1	52109.5
Q9Y3B9	Q9Y3B9		RRP15		10730.9	9985.72	12845.8	10681.9	12934	6587.23	13313.9	6915.81	13771.1		15030.6		7115.44	5409.34	5277.99	
Q9Y3C1	Q9Y3C1		NOP16		31908.7	31862.6	26747.2	33937.1	31338.1		27892.9	21214.7	29226.9	11587.2	25955.6	21057.9	16523.4	26872.3	21780.8	14922.4
Q9Y3C6	Q9Y3C6		PPIL1		77575.7	58539.2	101018	67992	41940.6	40602.1	109173	36467.8	102429	72736.5	100391	32425.5	61233.5	53469.1	56453.8	53616.5
Q9Y3C8	Q9Y3C8		UFC1		158410	157608	172195	150018	140409	118840	169802	124861	155424	95936	159600	108112	130999	131378	102425	127846
Q9Y3D8	Q9Y3D8		AK6		60412.1	57476.9	55875.1	59554.9	61836.6	24347.8	52047.7	20749.4	53426		53606	19801				21517
Q9Y3D9	Q9Y3D9		MRPS23		20288.9	20529.5	18779.2	22012.9	22088.7	16189.9	21180.9	17476.8	22024.9	18374	20164.6	19382.6	17177.5	14670.7	24985.7	13558.3
Q9Y3F4	Q9Y3F4		STRAP		75136.4	75183.8	72059.5	73640.7	66774.6	62294.1	67945.7	69181.9	70277.4	63609.3	73263.6	62830.3	62978.6	66337.1	63967.9	66319.1
